date,mark,strategy,universe_ew
2020-01-17,close,1.1970260290459627,1.0499881913312399
2020-01-20,close,1.199331276302245,1.040622465758067
2020-01-21,close,1.1992894971590107,1.0361181302382225
2020-01-22,close,1.1988489083392815,1.0336338263012177
2020-01-23,close,1.217763701785783,1.04093444922929
2020-01-24,close,1.2204269212025687,1.0453691745552254
2020-01-27,close,1.2352416714764227,1.0418636722869934
2020-01-28,close,1.2338067431574924,1.0346278694560276
2020-01-29,close,1.2348282993862707,1.0378863086251189
2020-01-30,close,1.2320242089044964,1.0242970135497267
2020-01-31,close,1.2178018453515018,1.0169519704738499
2020-02-03,close,1.2022122780089113,0.987798536345098
2020-02-04,close,1.223740476735697,1.0065547739024356
2020-02-05,close,1.2253391898588917,1.0146136677690658
2020-02-06,close,1.2293479762823183,1.0231536399492585
2020-02-07,close,1.2257715054713767,1.0269372960445406
2020-02-10,close,1.2190934681132144,1.0199694548502578
2020-02-11,close,1.2140058263884645,1.0193473919587337
2020-02-12,close,1.226453297919356,1.019384526776744
2020-02-13,close,1.2296632865507227,1.0204330182556363
2020-02-14,close,1.2134893722505131,1.014368022470369
2020-02-17,close,1.202179457587025,1.0043138408859964
2020-02-18,close,1.1873941903322935,1.0000388521747374
2020-02-19,close,1.2022262508580221,1.0127904803059107
2020-02-20,close,1.2086524341604272,1.0175882566856596
2020-02-24,close,1.1865930095141908,0.9992735672661672
2020-02-25,close,1.1785320882753794,0.9927724592438735
2020-02-26,close,1.164623925019319,0.9826381147234432
2020-02-27,close,1.1565413911228888,0.9730555089609791
2020-02-28,close,1.1281454810179088,0.9316525329459726
2020-03-02,close,1.1285069329307202,0.9198416530134033
2020-03-03,close,1.1507694393196233,0.9312281069232554
2020-03-04,close,1.1450426819390005,0.9157517173124731
2020-03-05,close,1.1489889531654893,0.9186554339231511
2020-03-06,close,1.1285652349801425,0.8963606144622263
2020-03-09,close,1.075834225141025,0.8537026331633418
2020-03-11,close,1.0690888596019932,0.8494369633138692
2020-03-12,close,0.9754982460622383,0.769342407228897
2020-03-13,close,0.9847823122722126,0.7762328028564425
2020-03-16,close,0.940499445449992,0.733865414414971
2020-03-17,close,0.9433225797512989,0.7213276814612771
2020-03-18,close,0.9170536666253446,0.6822643226933804
2020-03-19,close,0.8856976083258532,0.6539855002980688
2020-03-20,close,0.9287216644577352,0.6737525389033447
2020-03-23,close,0.8274746266688809,0.5961861185844376
2020-03-24,close,0.8206973136064246,0.5941271227888503
2020-03-25,close,0.8657920421529155,0.6083003796502069
2020-03-26,close,0.8958146781785989,0.6327136956454972
2020-03-27,close,0.8833906206604963,0.6359225465241823
2020-03-30,close,0.8822597995283801,0.6261905870480847
2020-03-31,close,0.9170897642676943,0.6473184380546028
2020-04-01,close,0.9127807597905178,0.6446333539442822
2020-04-03,close,0.9067638890384828,0.6443147090283995
2020-04-07,close,0.9538263457206861,0.6761618841168381
2020-04-08,close,0.9655848481827719,0.6882284036575985
2020-04-09,close,0.9865884430472873,0.715699643540275
2020-04-13,close,0.9799437588228783,0.7140252812489261
2020-04-15,close,0.9866496328085018,0.7212347009557697
2020-04-16,close,0.9973511686142749,0.7367199909154268
2020-04-17,close,1.020342704669392,0.7542989717945966
2020-04-20,close,1.0330350027266668,0.7597872625314938
2020-04-21,close,0.9964715362928722,0.7364431534798913
2020-04-22,close,1.0067077209389703,0.7435233705340368
2020-04-23,close,1.0139415228258906,0.7527377423741172
2020-04-24,close,1.000834576815257,0.7406060757833967
2020-04-27,close,1.010559082906543,0.7483732396558022
2020-04-28,close,1.0156171660429354,0.7509273239228818
2020-04-29,close,1.0309688426852857,0.7599473619911591
2020-04-30,close,1.0573215499999238,0.766484336829773
2020-05-04,close,1.0374595448006858,0.7410467338065334
2020-05-05,close,1.0321702391979153,0.7326286871724033
2020-05-06,close,1.0325733933221932,0.7329298747869791
2020-05-07,close,1.0205213474631056,0.7328178907707165
2020-05-08,close,1.0099734435555783,0.7295026732670566
2020-05-11,close,1.017303906338757,0.731997328965789
2020-05-12,close,1.0122358312907496,0.7274565156819182
2020-05-13,close,1.0236139559202742,0.7423526142535818
2020-05-14,close,1.007138336045519,0.7386844911864228
2020-05-15,close,1.002985680341655,0.7381169655820461
2020-05-18,close,0.9762763934900388,0.7167120997246265
2020-05-19,close,0.9805666480171915,0.7154689509232435
2020-05-20,close,0.9869328993212976,0.723630643794725
2020-05-21,close,0.9875975783522447,0.7310425514925242
2020-05-22,close,0.9815802316759884,0.7286147947861893
2020-05-26,close,0.988356221163361,0.7337627349626218
2020-05-27,close,0.9847492040121952,0.7395775169737319
2020-05-28,close,1.0028496558908353,0.7520188514065803
2020-05-29,close,1.0077365950438242,0.7602067572747259
2020-06-01,close,1.0170331160420054,0.7808047943583984
2020-06-02,close,1.0341834043322025,0.7965554058446297
2020-06-03,close,1.0398394192602374,0.8065876551133381
2020-06-04,close,1.0456458762565284,0.8110628654825032
2020-06-05,close,1.0583327809274072,0.8401147578360222
2020-06-08,close,1.0574548355219828,0.8528410186933816
2020-06-09,close,1.0577129387076099,0.8420994674286423
2020-06-10,close,1.0631312486282196,0.849312502195519
2020-06-11,close,1.0568314673112353,0.8407553390363915
2020-06-12,close,1.053937369120268,0.8422761200831831
2020-06-15,close,1.0502010914456206,0.8424097761906236
2020-06-16,close,1.0517059820760317,0.8432571951129816
2020-06-17,close,1.0477967901818626,0.8498215694466476
2020-06-18,close,1.050445671030493,0.8679494242354021
2020-06-19,close,1.0488173427427603,0.8786976139291465
2020-06-22,close,1.0567075210100403,0.890740058354095
2020-06-23,close,1.069170116298248,0.9088870793472678
2020-06-24,close,1.0559183942919719,0.8977502985102701
2020-06-25,close,1.0627677625675895,0.9013061788634473
2020-06-26,close,1.0727507577865907,0.9062619445610742
2020-06-29,close,1.0720316149635871,0.8948694002424411
2020-06-30,close,1.0653264308796833,0.8883755287150196
2020-07-01,close,1.0655967264314503,0.8927287777705345
2020-07-02,close,1.0808985195450178,0.9016134619482409
2020-07-03,close,1.087559511837809,0.9045173196038369
2020-07-06,close,1.0923645247782143,0.9175988695193504
2020-07-07,close,1.083298324944483,0.918016746654807
2020-07-08,close,1.075456674757436,0.9132926170897735
2020-07-09,close,1.0801146989621249,0.9191202965548454
2020-07-10,close,1.0824164657508497,0.9127222336763454
2020-07-13,close,1.0756619784006214,0.914084673733024
2020-07-14,close,1.083640657130945,0.903917071934567
2020-07-15,close,1.084061541231759,0.9001563193258777
2020-07-16,close,1.0937898043929644,0.8993415411291025
2020-07-17,close,1.088706000497823,0.9124497522888627
2020-07-20,close,1.1022088789217186,0.9185895156387416
2020-07-21,close,1.1012151166559054,0.9206533688077932
2020-07-22,close,1.1105913445096953,0.9184816530168991
2020-07-23,close,1.1157322352382288,0.9226919752118903
2020-07-24,close,1.1270546421624072,0.9154307564523613
2020-07-27,close,1.1141042914165513,0.9045998115238724
2020-07-28,close,1.116866447367095,0.91227419782978
2020-07-29,close,1.122934748905167,0.9168037332747329
2020-07-30,close,1.117129503789195,0.9129116476810359
2020-07-31,close,1.1262244654777014,0.9157997801824651
2020-08-03,close,1.138305506021732,0.9232985474796382
2020-08-04,close,1.140794576465316,0.9365112015066751
2020-08-05,close,1.1423781224235925,0.9452247184080818
2020-08-06,close,1.1545772356777073,0.9545254633650642
2020-08-07,close,1.1607817106867664,0.9655592877406498
2020-08-10,close,1.1697683361162556,0.9818479568891995
2020-08-11,close,1.164168849123787,0.9873741466100033
2020-08-12,close,1.153840913900235,0.9910801112820927
2020-08-13,close,1.1607393729555462,1.000362750210927
2020-08-14,close,1.1606961325451015,0.9914486408223883
2020-08-17,close,1.1529473932484566,1.0012507520551932
2020-08-18,close,1.150584110640742,1.0183724656634308
2020-08-19,close,1.1547828129745608,1.0311841315595935
2020-08-20,close,1.1645402183686147,1.0407220638160803
2020-08-21,close,1.1778904204814307,1.0561464287756923
2020-08-24,close,1.1788667634967478,1.0676258655146478
2020-08-25,close,1.1713826287532914,1.0688625583868192
2020-08-26,close,1.17381975592277,1.0791288820398337
2020-08-27,close,1.1746561184318947,1.0803768110557843
2020-08-28,close,1.1694490458700986,1.0730944382395948
2020-08-31,close,1.1217921018129275,1.021883638632024
2020-09-01,close,1.125292460418287,1.0227983926806563
2020-09-02,close,1.1448333157186048,1.0388763246167636
2020-09-03,close,1.1493735567106242,1.045533092427157
2020-09-04,close,1.1295714870553288,1.0313658247597406
2020-09-07,close,1.1205478895513636,1.0291473233903918
2020-09-08,close,1.119934778162402,1.017244491288831
2020-09-09,close,1.1133645609413148,1.0056316912915515
2020-09-10,close,1.1268302674206478,1.0191526116389373
2020-09-11,close,1.1298370296275775,1.0236297926656543
2020-09-14,close,1.1630458378895199,1.054844869858115
2020-09-15,close,1.177979154183063,1.064987607435856
2020-09-16,close,1.1861375128398648,1.0713975498043975
2020-09-17,close,1.1878737936362342,1.0681293500328974
2020-09-18,close,1.196104227448307,1.0704008482441256
2020-09-21,close,1.1746761494885691,1.0320284535873296
2020-09-22,close,1.158465097060968,1.013530162419623
2020-09-23,close,1.1373755120076017,1.0151001120242853
2020-09-24,close,1.1218744236291651,0.9897717952196247
2020-09-25,close,1.1421053918060793,1.0168394961334215
2020-09-28,close,1.1620003114772628,1.0402370983705316
2020-09-29,close,1.1547867840921477,1.0397227692737037
2020-09-30,close,1.156995931943733,1.041652747085564
2020-10-01,close,1.1620943578139888,1.049361329116639
2020-10-05,close,1.1729412601182785,1.0574366629878509
2020-10-06,close,1.1815499179886642,1.065048799220965
2020-10-07,close,1.1718827913289482,1.05890226470693
2020-10-08,close,1.1924874299587374,1.0552606011643142
2020-10-09,close,1.1931128978050785,1.0525918757679011
2020-10-12,close,1.2083231012032818,1.0422871757373315
2020-10-13,close,1.2097804142552377,1.043057211554834
2020-10-14,close,1.2111679904576564,1.0427298312711155
2020-10-15,close,1.1894865563337238,1.0263335322009959
2020-10-16,close,1.187219233868976,1.0361908277103884
2020-10-19,close,1.1952844020836433,1.0419394579010888
2020-10-20,close,1.1974060220096034,1.0469556084688212
2020-10-21,close,1.2126594467596403,1.050112346664338
2020-10-22,close,1.2252039079634869,1.0574965648499954
2020-10-23,close,1.22672817392062,1.0672460540528812
2020-10-26,close,1.219274613244641,1.0550351538959453
2020-10-27,close,1.2177967876578064,1.057776974760224
2020-10-28,close,1.2084657374346832,1.0489089166752004
2020-10-29,close,1.1996161630421387,1.043282882890447
2020-10-30,close,1.2084789775936402,1.0453031964125672
2020-11-02,close,1.195105705495129,1.0365590324474334
2020-11-03,close,1.2137383910162858,1.0400616276634833
2020-11-04,close,1.225169274597085,1.0430918315702973
2020-11-05,close,1.2492796679707772,1.0600656175930112
2020-11-06,close,1.2538418968181433,1.0659435829549777
2020-11-09,close,1.2702268954697855,1.0719614250239493
2020-11-10,close,1.2242667047338165,1.0634138484568059
2020-11-11,close,1.2242451561426886,1.0685414252841723
2020-11-12,close,1.2337518774566756,1.0798095742178246
2020-11-13,close,1.2509446151044068,1.089463377335358
2020-11-17,close,1.252118684411126,1.1068848509709677
2020-11-18,close,1.2726151882325256,1.1168666456306433
2020-11-19,close,1.2805572650024928,1.116439571501949
2020-11-20,close,1.3021484304066193,1.1258541689887185
2020-11-23,close,1.3188878998559126,1.1368537055920696
2020-11-24,close,1.3273030422846372,1.145840533195911
2020-11-25,close,1.2871266894987738,1.1343005738941978
2020-11-26,close,1.2877930185977275,1.1479307132300685
2020-11-27,close,1.2941298625521758,1.164206492543117
2020-12-01,close,1.3275718058997856,1.1819936733514051
2020-12-02,close,1.334754858020055,1.1923235663703473
2020-12-03,close,1.3447059161850037,1.2076928466197834
2020-12-04,close,1.3615219116698385,1.212319971075269
2020-12-07,close,1.3749182717830501,1.2311148360055932
2020-12-08,close,1.3615372049271872,1.2266362254708925
2020-12-09,close,1.3731328464555361,1.235940817736112
2020-12-10,close,1.367189455984645,1.2293136449814808
2020-12-11,close,1.3593436491184945,1.237382767941503
2020-12-14,close,1.3827942717083972,1.2491894755905764
2020-12-15,close,1.3795606550466553,1.253840322236498
2020-12-16,close,1.3906185370609352,1.265395314832074
2020-12-17,close,1.3848947167113892,1.259986985886852
2020-12-18,close,1.3870074995701493,1.2556122760495638
2020-12-21,close,1.3315002459866354,1.1914456619902118
2020-12-22,close,1.3610518032260814,1.205126827488509
2020-12-23,close,1.3915700489693617,1.2410061998485105
2020-12-24,close,1.395315456695502,1.2482941578079882
2020-12-28,close,1.4058885557253094,1.2692333352120877
2020-12-29,close,1.4122487404266746,1.273841047202851
2020-12-30,close,1.4295687213922592,1.2821594323581715
2020-12-31,close,1.4212723854993494,1.2883245211504493
2021-01-01,close,1.4326734665727354,1.2994084451733128
2021-01-04,close,1.4689334104959129,1.319640334676996
2021-01-05,close,1.4839685003139693,1.3314728732333654
2021-01-06,close,1.4703949315564888,1.3289699475857375
2021-01-07,close,1.5016378470600023,1.340437221627346
2021-01-08,close,1.5265395184562034,1.3502434241105343
2021-01-11,close,1.543874139885527,1.3497233899171366
2021-01-12,close,1.5466474062754372,1.354096612636955
2021-01-13,close,1.5350158798082973,1.3471749836558788
2021-01-14,close,1.5247853500487307,1.348689858552673
2021-01-15,close,1.5098443291584163,1.3351141642752553
2021-01-18,close,1.4776171133088893,1.3095202027558557
2021-01-19,close,1.5069252289291482,1.3319094460901646
2021-01-20,close,1.4988806408898827,1.33911051112004
2021-01-21,close,1.4715508030113202,1.3271928575867644
2021-01-22,close,1.437982071675994,1.3137438105863233
2021-01-25,close,1.425019204921232,1.2974917823683911
2021-01-27,close,1.4297665628776528,1.2885396635969306
2021-01-28,close,1.4310526314433032,1.2925705341272558
2021-01-29,close,1.4182196290840754,1.2867619099286474
2021-02-01,close,1.4244462972121088,1.3103788577878837
2021-02-02,close,1.4548156277951945,1.3290250878531649
2021-02-03,close,1.4836249748819175,1.3463553651368003
2021-02-04,close,1.4931102117292876,1.363824155312133
2021-02-05,close,1.4906355179097615,1.3585588601069876
2021-02-08,close,1.5288500941168386,1.3768672909128936
2021-02-09,close,1.5279610070319114,1.3708936157787328
2021-02-10,close,1.5597102271405725,1.3744686963249761
2021-02-11,close,1.55971301221222,1.3886495897306108
2021-02-12,close,1.5677659198332716,1.387414478078509
2021-02-15,close,1.5527990870230601,1.3859758466100396
2021-02-16,close,1.5514489567278056,1.3846842242073696
2021-02-17,close,1.5455781487612357,1.3928251198767887
2021-02-18,close,1.5603271792138462,1.4023659136107773
2021-02-19,close,1.5503648954320932,1.3921830213748834
2021-02-22,close,1.5361215493311517,1.3777964423266191
2021-02-23,close,1.5860455808618759,1.3929889463548326
2021-02-24,close,1.6004191849757046,1.4056370423882378
2021-02-25,close,1.615759751027348,1.4236936551992263
2021-02-26,close,1.6315392336021395,1.408552103244921
2021-03-01,close,1.6420974601608247,1.4348256560208659
2021-03-02,close,1.649781089485305,1.4559431556100622
2021-03-03,close,1.6922669926972098,1.470913107173812
2021-03-04,close,1.7226381591436852,1.4803876780924565
2021-03-05,close,1.7036628446363062,1.461059061327515
2021-03-08,close,1.7564266454483093,1.4722430528419717
2021-03-09,close,1.7237748474118983,1.463038614361004
2021-03-10,close,1.7691371631442196,1.4735105055995865
2021-03-12,close,1.7982322106539455,1.4703356417093825
2021-03-15,close,1.8520385974775762,1.4650621440423381
2021-03-16,close,1.8286562232476558,1.4722235125327738
2021-03-17,close,1.7746854903653193,1.438751877063741
2021-03-18,close,1.7336765401364058,1.4108676552877182
2021-03-19,close,1.7385750871225578,1.420164288007661
2021-03-22,close,1.7610254249493202,1.4314527359885267
2021-03-23,close,1.7851006354868426,1.4424985784936923
2021-03-24,close,1.7398416727282333,1.4184493872478083
2021-03-25,close,1.7221855627846363,1.3908978830566954
2021-03-26,close,1.7502952677985935,1.4078381285637478
2021-03-30,close,1.784431603025101,1.4219472231855066
2021-03-31,close,1.8030518991897702,1.4266473861744788
2021-04-01,close,1.865867944476661,1.4603174870862832
