date,symbol,side,units,price,value,cost,reason
2020-11-17,ALKEM,sell,19.75742117835405,2710.0,53542.61139333947,107.08522278667895,rebalance
2020-11-17,CHAMBLFERT,sell,377.222806836493,185.3,69899.38610680217,139.79877221360434,rebalance
2020-11-17,COROMANDEL,sell,77.13001302957615,754.4,58186.88182951225,116.37376365902449,rebalance
2020-11-17,HCLTECH,sell,6.33729155079619,837.95,5310.333454989668,10.620666909979336,rebalance
2020-11-17,LTM,sell,2.99688231510197,3050.0,9140.49106106101,18.28098212212202,rebalance
2020-11-17,PIIND,sell,3.0874582401447923,2348.2,7249.9694395080005,14.499938879016002,rebalance
2020-11-17,POLYPLEX,sell,71.69561865738036,777.15,55718.25003958315,111.43650007916631,rebalance
2020-11-17,POWERGRID,sell,441.6393129811443,140.25,61939.91364560549,123.87982729121099,rebalance
2020-11-17,TORNTPOWER,sell,169.51455880535025,306.45,51947.736545899585,103.89547309179918,rebalance
2020-11-17,EVEREADY,buy,392.95385270803416,160.0,62872.61643328547,125.74523286657094,rebalance
2020-11-17,INDSWFTLAB,buy,1116.7427430423706,56.3,62872.61643328547,125.74523286657094,rebalance
2020-11-17,JINDALPOLY,buy,124.97041628560021,503.1,62872.61643328547,125.74523286657094,rebalance
2020-11-17,JKCEMENT,buy,33.21321523152957,1893.0,62872.61643328547,125.74523286657094,rebalance
2020-11-17,KELLTONTEC,buy,1234.00621066311,50.95,62872.61643328547,125.74523286657094,rebalance
2020-11-17,UFLEX,buy,186.2892338764014,337.5,62872.61643328547,125.74523286657094,rebalance
2020-11-17,ZYDUSLIFE,buy,0.6218228370538592,432.0,268.6274656072672,0.5372549312145344,rebalance
2021-02-15,EVEREADY,sell,39.66290186613027,224.0,8884.49001801318,17.768980036026363,rebalance
2021-02-15,INDSWFTLAB,sell,151.06644055809403,81.95,12379.894803735806,24.759789607471614,rebalance
2021-02-15,JKCEMENT,sell,4.118666338666892,2720.0,11202.772441173947,22.405544882347893,rebalance
2021-02-15,KELLTONTEC,sell,1234.00621066311,85.0,104890.52790636435,209.7810558127287,rebalance
2021-02-15,LTM,sell,20.695929529571075,4060.0,84025.47389005857,168.05094778011713,rebalance
2021-02-15,PIIND,sell,26.88126440047346,2235.0,60079.62593505818,120.15925187011636,rebalance
2021-02-15,ZYDUSLIFE,sell,146.11462281820906,466.9,68220.9173938218,136.44183478764361,rebalance
2021-02-15,GPIL,buy,625.5668927111835,126.0,78821.42848160912,157.64285696321826,rebalance
2021-02-15,HCLTECH,buy,6.22998310213337,970.0,6043.083609069369,12.086167218138739,rebalance
2021-02-15,JINDALPOLY,buy,27.399926619624033,519.0,14220.561915584873,28.441123831169747,rebalance
2021-02-15,KNRCON,buy,350.3174599182628,225.0,78821.42848160912,157.64285696321826,rebalance
2021-02-15,STEELXIND,buy,14900.080998413823,5.29,78821.42848160912,157.64285696321826,rebalance
2021-02-15,TATASTLBSL,buy,1820.3563159724972,43.3,78821.42848160912,157.64285696321826,rebalance
2021-02-15,UFLEX,buy,37.0505521212704,354.1,13119.60050614185,26.239201012283697,rebalance
2021-06-01,EVEREADY,sell,353.2909508419039,324.35,114589.91990557154,229.1798398111431,rebalance
2021-06-01,GPIL,sell,185.43354326518661,245.0,45431.21809997072,90.86243619994144,rebalance
2021-06-01,HCLTECH,sell,81.5597582261763,948.0,77318.65079841512,154.63730159683024,rebalance
2021-06-01,INDSWFTLAB,sell,965.6763024842767,83.7,80827.10651793396,161.65421303586794,rebalance
2021-06-01,JINDALPOLY,sell,152.37034290522425,812.65,123823.75916193049,247.647518323861,rebalance
2021-06-01,JKCEMENT,sell,29.094548892862676,2859.0,83181.31528469438,166.36263056938878,rebalance
2021-06-01,KNRCON,sell,350.3174599182628,220.5,77244.99991197695,154.4899998239539,rebalance
2021-06-01,STEELXIND,sell,14900.080998413823,5.75,85675.46574087949,171.35093148175898,rebalance
2021-06-01,TATASTLBSL,sell,723.3810299677236,98.3,71108.35524582723,142.21671049165445,rebalance
2021-06-01,COSMOFIRST,buy,203.98057139915844,526.5333333333333,107402.57019403689,214.8051403880738,rebalance
2021-06-01,DALBHARAT,buy,60.392808251257804,1778.4,107402.57019403689,214.8051403880738,rebalance
2021-06-01,GULPOLY,buy,632.523970518474,169.8,107402.57019403689,214.8051403880738,rebalance
2021-06-01,JSWSTEEL,buy,149.89891164555044,716.5,107402.57019403689,214.8051403880738,rebalance
2021-06-01,SALASAR,buy,3071.27738616062,34.97,107402.57019403689,214.8051403880738,rebalance
2021-06-01,TATASTEEL,buy,958.951519589615,112.0,107402.57019403689,214.8051403880738,rebalance
2021-06-01,UFLEX,buy,12.362066153023136,457.4,5654.409058392782,11.308818116785565,rebalance
2021-06-01,VEDL,buy,388.43605856794534,276.5,107402.57019403689,214.8051403880738,rebalance
2021-08-16,COSMOFIRST,sell,203.98057139915844,913.3333333333333,186302.25521123136,372.60451042246274,rebalance
2021-08-16,DALBHARAT,sell,60.392808251257804,1910.0,115350.2637599024,230.7005275198048,rebalance
2021-08-16,GPIL,sell,440.13334944599694,318.75,140292.50513591152,280.585010271823,rebalance
2021-08-16,GULPOLY,sell,632.523970518474,269.9,170718.21964293614,341.43643928587227,rebalance
2021-08-16,SALASAR,sell,3071.27738616062,31.895,97958.39223159298,195.91678446318596,rebalance
2021-08-16,TATASTEEL,sell,62.861092777816964,148.4,9328.586168228037,18.657172336456075,rebalance
2021-08-16,UFLEX,sell,235.70185215069495,528.0,124450.57793556694,248.90115587113388,rebalance
2021-08-16,VEDL,sell,388.43605856794534,329.8,128106.21211570837,256.2124242314168,rebalance
2021-08-16,GHCL,buy,374.04809221834734,354.1,132450.4294545168,264.9008589090336,rebalance
2021-08-16,GRASIM,buy,88.36508736708038,1498.9,132450.4294545168,264.9008589090336,rebalance
2021-08-16,HGINFRA,buy,245.32400343492645,539.9,132450.4294545168,264.9008589090336,rebalance
2021-08-16,JSWSTEEL,buy,28.48364414037403,745.0,21220.314884578653,42.440629769157304,rebalance
2021-08-16,NITINSPIN,buy,576.1219202023349,229.9,132450.4294545168,264.9008589090336,rebalance
2021-08-16,SHIVAMILLS,buy,1461.925269917404,90.6,132450.4294545168,264.9008589090336,rebalance
2021-08-16,STYRENIX,buy,93.52522910218669,1416.2,132450.4294545168,264.9008589090336,rebalance
2021-08-16,SUPPETRO,buy,190.7545610348049,694.35,132450.4294545168,264.9008589090336,rebalance
2021-08-16,TATASTLBSL,buy,262.3833553782967,97.75,25647.972988228503,51.295945976457006,rebalance
2021-11-15,GHCL,sell,23.352727967285144,417.5,9749.763926341548,19.499527852683094,rebalance
2021-11-15,GRASIM,sell,88.36508736708038,1859.05,164275.11566977078,328.55023133954154,rebalance
2021-11-15,HGINFRA,sell,35.63504593429132,698.25,24882.170823618915,49.764341647237835,rebalance
2021-11-15,NITINSPIN,sell,6.41252496957816,257.0,1648.0189171815873,3.2960378343631747,rebalance
2021-11-15,SHIVAMILLS,sell,1461.925269917404,121.05,176966.05392350175,353.9321078470035,rebalance
2021-11-15,STYRENIX,sell,93.52522910218669,1527.0,142813.02483903908,285.6260496780782,rebalance
2021-11-15,SUPPETRO,sell,190.7545610348049,686.0,130857.62886987616,261.71525773975236,rebalance
2021-11-15,HINDALCO,buy,309.1539581393971,473.6,146415.31457481848,292.83062914963693,rebalance
2021-11-15,JSWSTEEL,buy,38.52902136195475,675.0,26007.089419319454,52.01417883863891,rebalance
2021-11-15,OIL,buy,659.8256627977398,221.9,146415.31457481848,292.83062914963693,rebalance
2021-11-15,ONGC,buy,935.8601123350495,156.45,146415.31457481848,292.83062914963693,rebalance
2021-11-15,TATASTEEL,buy,234.52976295513986,129.5,30371.60430269061,60.74320860538123,rebalance
2021-11-15,VEDL,buy,445.03135129124155,329.0,146415.31457481848,292.83062914963693,rebalance
2021-11-23,TATASTLBSL,cancel,0.0,,0.0,0.0,no trade within 5 sessions
2021-12-13,TATASTLBSL,sell,1359.3586413830703,85.35,116021.26004204505,232.04252008409009,no trade for 20 sessions
2022-02-15,GHCL,sell,350.6953642510622,410.0,143785.0993429355,287.570198685871,rebalance
2022-02-15,HGINFRA,sell,209.68895750063513,586.05,122888.21354324721,245.77642708649444,rebalance
2022-02-15,HINDALCO,sell,24.476490624702013,526.45,12885.648489374376,25.771296978748754,rebalance
2022-02-15,NITINSPIN,sell,43.8551749762261,285.0,12498.724868224439,24.99744973644888,rebalance
2022-02-15,OIL,sell,11.0444819617605,231.0,2551.2753331666754,5.102550666333351,rebalance
2022-02-15,ONGC,sell,54.2809783755716,170.0,9227.766323847172,18.455532647694344,rebalance
2022-02-15,VEDL,sell,38.883782800425195,369.0,14348.115853356896,28.696231706713792,rebalance
2022-02-15,DCMNVL,buy,553.2199836527441,270.0,149369.3955862409,298.7387911724818,rebalance
2022-02-15,JSWSTEEL,buy,18.723675739621605,635.85,11905.449219038397,23.810898438076794,rebalance
2022-02-15,MAHSEAMLES,buy,579.850138145345,257.6,149369.3955862409,298.7387911724818,rebalance
2022-02-15,PRECOT,buy,455.18633425640985,328.15,149369.3955862409,298.7387911724818,rebalance
2022-02-15,TATASTEEL,buy,121.16575794058035,119.685,14501.723739118359,29.00344747823672,rebalance
2022-06-01,JSWSTEEL,sell,235.6352528875008,554.05,130553.7118623198,261.1074237246396,rebalance
2022-06-01,MAHSEAMLES,sell,104.57663785108075,277.0,28967.728684749367,57.935457369498735,rebalance
2022-06-01,OIL,sell,101.14906943202254,240.4,24316.23629145822,48.63247258291644,rebalance
2022-06-01,ONGC,sell,10.873052071176216,151.2,1644.0054731618438,3.2880109463236877,rebalance
2022-06-01,PRECOT,sell,455.18633425640985,260.3,118485.00280694349,236.970005613887,rebalance
2022-06-01,TATASTEEL,sell,1251.7859477075183,106.55000000000001,133377.7927282361,266.7555854564722,rebalance
2022-06-01,VEDL,sell,406.14756849081635,320.5,130170.29570130665,260.3405914026133,rebalance
2022-06-01,AURIONPRO,buy,418.95627812306196,313.0,131133.3150525184,262.26663010503677,rebalance
2022-06-01,DCMNVL,buy,163.77215413196973,183.45,30044.001675509844,60.08800335101969,rebalance
2022-06-01,HINDALCO,buy,27.921996601961247,421.0,11755.160569425685,23.51032113885137,rebalance
2022-06-01,NITINSPIN,buy,77.74158281078532,218.0,16947.6650527512,33.895330105502396,rebalance
2022-06-01,NTPC,buy,838.1803454938856,156.45,131133.3150525184,262.26663010503677,rebalance
2022-06-01,POLYPLEX,buy,55.38543072350997,2367.65,131133.3150525184,262.26663010503677,rebalance
2022-06-01,UFLEX,buy,211.57359640612842,619.8,131133.3150525184,262.26663010503677,rebalance
2022-08-16,AURIONPRO,sell,418.95627812306196,345.0,144539.9159524564,289.0798319049128,rebalance
2022-08-16,DCMNVL,sell,716.9921377847138,184.95,132607.6958832828,265.21539176656563,rebalance
2022-08-16,HINDALCO,sell,312.59946411665635,434.0,135668.16742662885,271.3363348532577,rebalance
2022-08-16,MAHSEAMLES,sell,126.73656232428496,387.5,49110.417900660424,98.22083580132085,rebalance
2022-08-16,NITINSPIN,sell,603.595803067316,201.95,121896.17242944446,243.79234485888892,rebalance
2022-08-16,OIL,sell,547.6321114039567,191.0,104597.73327815573,209.19546655631146,rebalance
2022-08-16,ONGC,sell,870.7060818883017,139.5,121463.49842341809,242.92699684683618,rebalance
2022-08-16,UFLEX,sell,13.77326913113285,682.8,9404.388162737509,18.808776325475016,rebalance
2022-08-16,COALINDIA,buy,599.4658763771663,224.4,134520.14265903612,269.0402853180723,rebalance
2022-08-16,EIDPARRY,buy,230.85660315605992,582.7,134520.14265903612,269.0402853180723,rebalance
2022-08-16,GESHIP,buy,256.2288431600688,525.0,134520.14265903612,269.0402853180723,rebalance
2022-08-16,ITC,buy,435.9751828197573,308.55,134520.14265903612,269.0402853180723,rebalance
2022-08-16,NTPC,buy,11.196663936844327,159.0,1780.269565958248,3.560539131916496,rebalance
2022-08-16,POLYPLEX,buy,4.851288143621643,2241.4,10873.677245113551,21.747354490227103,rebalance
2022-08-16,POWERGRID,buy,586.9116171860215,229.2,134520.14265903612,269.0402853180723,rebalance
2022-08-16,RITES,buy,494.65027637078924,271.95,134520.14265903612,269.0402853180723,rebalance
2022-11-15,EIDPARRY,sell,0.19540820897806177,624.9,122.1105897903908,0.24422117958078163,rebalance
2022-11-15,GESHIP,sell,21.854565562619268,615.0,13440.55782101085,26.8811156420217,rebalance
2022-11-15,ITC,sell,22.90689016341268,348.95,7993.359322522854,15.986718645045709,rebalance
2022-11-15,NTPC,sell,12.811828221029112,172.3,2207.4780024833162,4.4149560049666325,rebalance
2022-11-15,POLYPLEX,sell,60.236718867131614,1789.8,107811.67942839216,215.62335885678434,rebalance
2022-11-15,RITES,sell,494.65027637078924,367.0,181536.65142807964,363.0733028561593,rebalance
2022-11-15,ANDHRAPAP,buy,315.56081550375154,455.0,143580.17105420696,287.16034210841394,rebalance
2022-11-15,COALINDIA,buy,15.406544669742445,234.4,3611.294070587629,7.222588141175258,rebalance
2022-11-15,MAHSEAMLES,buy,13.571387273607892,398.0,5401.412134895941,10.802824269791882,rebalance
2022-11-15,POWERGRID,buy,99.08373676937649,210.0,20807.584721569063,41.61516944313813,rebalance
2022-11-15,STARPAPER,buy,690.2892839144565,208.0,143580.17105420696,287.16034210841394,rebalance
2022-11-15,UFLEX,buy,18.87819305459898,665.0,12553.998381308322,25.107996762616644,rebalance
