date,mark,composite_q1,composite_q2,composite_q3,composite_q4,composite_q5,grp_quality_q1,grp_quality_q2,grp_quality_q3,grp_quality_q4,grp_quality_q5,grp_growth_q1,grp_growth_q2,grp_growth_q3,grp_growth_q4,grp_growth_q5,grp_value_q1,grp_value_q2,grp_value_q3,grp_value_q4,grp_value_q5,grp_momentum_q1,grp_momentum_q2,grp_momentum_q3,grp_momentum_q4,grp_momentum_q5,grp_risk_q1,grp_risk_q2,grp_risk_q3,grp_risk_q4,grp_risk_q5,loo_quality_q1,loo_quality_q2,loo_quality_q3,loo_quality_q4,loo_quality_q5,loo_growth_q1,loo_growth_q2,loo_growth_q3,loo_growth_q4,loo_growth_q5,loo_value_q1,loo_value_q2,loo_value_q3,loo_value_q4,loo_value_q5,loo_momentum_q1,loo_momentum_q2,loo_momentum_q3,loo_momentum_q4,loo_momentum_q5,loo_risk_q1,loo_risk_q2,loo_risk_q3,loo_risk_q4,loo_risk_q5
2020-01-08,close,518751.9808583778,508217.6619469728,514531.2336423453,485919.04691363627,437203.7209822593,509968.7688524571,517033.4662583306,483890.83084624266,475928.16854172555,479785.59350424825,517234.02614036057,520089.8335722029,455574.29678557755,505986.5291850753,470357.36507825414,453180.6985241959,469350.30936998804,496503.6013716443,519776.46404680295,527206.5617191355,506666.88449353795,495981.35967873153,497385.3648943372,514918.2153077014,448653.0000024987,539760.5285274216,532118.581776937,516796.7005396406,490032.6773487948,393169.3044752883,506862.69787829166,543530.0465576753,503953.5287980667,472516.76137341064,439741.75533965195,513839.4939699224,512882.60351659067,510234.3812440542,485020.55491569656,441795.792341583,538511.0576840659,529695.8807714354,491817.9875265498,476747.63914792426,426649.46240860905,531977.4432276605,507808.2719150273,499099.72536093567,482718.5866658744,447909.49537741573,483170.99475758057,502077.07123498817,519965.8483984522,493758.12018640543,469063.82060391264
2020-01-09,close,525051.4696760417,516453.43639861775,523257.1627597893,497091.39764243725,446384.92557052907,516221.7354123637,524997.5356486539,493671.47238520376,485490.15849432885,490088.3455346368,526724.0531053919,529227.2161757944,464029.5333909417,514724.7155362582,478630.4783065151,461792.00932670967,478106.9774877033,505225.2338459976,529173.5528939255,535601.615538201,514968.1271566867,503578.11584710295,505088.7944084262,525214.738309668,458521.2793906865,546107.3070743694,540244.9786295313,526627.7308869767,498925.8696236329,403044.4822569208,513491.23163125716,552501.6496091684,512124.76856405387,484075.7715547847,448187.22373415966,519159.03078676725,521245.1716704258,519174.9931581514,496393.6949615918,451372.2835899275,544428.3479750154,538917.3635620708,501542.5817289608,486085.3691026997,435813.2502622751,537466.8291255169,516791.97383369925,508596.3715367669,493344.49442958616,457028.2164214655,490283.9993733085,510038.64996721223,528896.9551178958,504425.4053183234,478461.7642894662
2020-01-10,close,527925.1634059516,518708.99626387627,525349.6370920775,501948.9657511673,450037.028747898,518024.7339699429,526736.592187994,498441.70861656015,490302.8756792528,492783.2508556144,528396.612183938,532367.4447743803,467104.9201982685,518795.4499844964,482530.81183267623,468009.99496289867,480754.41273013165,508554.7008014611,531302.8068953702,536523.566447165,516727.95096364926,504967.44576125935,506909.56442243763,530938.1453145997,463497.66993913846,548992.4300437586,543865.3976371221,529339.3530729153,502012.22132280126,406456.35242276837,516230.3007503714,553773.6949877689,515984.9572089321,488349.3658479641,451691.21939228504,521421.09770804853,523992.3635299131,521691.2031540023,501797.7320988543,454264.4359599423,546284.0873915342,542310.9865411419,502925.68985829875,489767.3081119173,440892.7845072924,540624.1154979995,520260.3600361332,511205.3567145076,497459.0959315468,459650.7861176656,492129.425338148,511549.5156670922,533872.9275265888,508534.1835380871,482045.1231391446
2020-01-13,close,534893.9621318867,524265.98800621,530613.8508367551,510545.57629965385,457332.1058125941,523822.7273952059,531602.2831428725,507133.9267632436,497370.5743294019,500180.3930552991,536876.4081550076,539132.4808425276,471307.68273357465,526279.4564655569,489800.8645292268,479640.8347170467,487467.6873596817,514091.29712531547,535643.7699631181,541147.1405359948,522786.7722949653,508911.63740377914,512886.3365425844,539263.9954906731,472710.85215166415,554303.0549947782,549776.8384930716,536126.549743692,509242.9907751982,414356.7634188614,523342.15492654603,559781.6788488444,522036.77077215357,496626.8988010339,458032.6447317932,528026.2076870014,529813.2046154276,527744.2521100135,508032.549953729,463105.189925788,551113.1603082538,548172.8040954573,509160.5928965278,496577.9822322343,450164.8100164992,547845.1705435923,526371.1914456328,518722.911297548,506192.1990462521,464159.1650659968,500552.8251666699,516864.12950863154,539308.7563301609,515530.50738825876,489676.78801875876
2020-01-14,close,537266.1996487721,530417.7171424764,535130.095340963,513506.12003218685,459552.4897157433,526055.7021618756,535301.957562535,510995.0552616187,501698.28211351106,504080.49385875737,541574.1173983791,542976.9848783071,475080.7351348178,529878.585729774,492062.01730261924,483227.65287922986,492825.86133361654,516374.2127276262,539449.8355699826,543966.8029868915,526162.3591482589,510977.8678759172,517661.6600188497,542726.311050332,476933.3325542664,558193.981290922,554324.2537557295,540499.9340418522,511441.8655994257,417497.8801475247,527167.8398369657,564463.1448164011,526940.5806500572,499354.6161545366,460230.9828563962,531324.2939417523,534534.5351168364,531171.0677625932,512625.4712609845,465263.7957005819,554458.5313416832,553280.3234309809,513254.472617085,498093.4820753019,454118.4916115958,552591.5230120051,529108.7913846647,525059.6382251478,507012.6778422155,467670.248962585,505253.8461188538,520503.6149306773,544666.8615834978,517647.14558135456,492040.64712865907
2020-01-15,close,541602.5566735913,535293.133865084,537674.0910704363,519626.82425521186,464856.9567381531,531358.7432082507,539079.1925375579,514716.1927244225,506480.3119527252,509931.2867811267,548010.1836354035,547130.7429043711,479276.49567140674,534377.6560584429,496311.80695300165,486707.40358492784,498596.37346261257,522019.19489267876,544750.1077644256,547137.8317365103,530889.2408489241,515101.85070272133,521400.87295561685,548217.7088388315,482164.90545045055,561031.5964321073,558570.358316653,545187.7756033322,517574.24489568383,422491.5445696662,531528.3424950729,567590.2898175839,531136.4487827898,505728.2399752429,465283.7951466308,534542.5918676392,538860.3752173412,535972.1232607492,516144.62707259686,472405.456979493,558335.91249694,558808.2180792678,515773.0595290082,503574.2573077475,459796.2399823486,556780.5977227493,533675.7432307214,529687.6248057948,511408.02723474795,473213.69907369453,509532.2295336547,524529.6744141154,550264.6140966534,521730.4756739096,497488.8679358706
2020-01-16,close,545758.0076631258,539152.7017412381,544474.77918874,524872.5526167804,471136.4052722744,535661.9627762961,543537.2963566198,521250.52883181034,512562.98715816304,515116.45630856656,553098.6619553461,552782.0052148183,485805.67977895547,537454.8887500056,502434.27116815775,495804.1023052651,504181.8990778307,525799.6534448806,548101.174002311,551105.9025805368,534126.2850609362,517749.79978213843,527501.6430063465,553901.724830686,490570.5454496793,563598.5343180984,563049.5242929297,552111.2546913553,524088.20048607164,428043.7993218253,534844.4137457932,573564.0066922201,536219.9547078859,511142.77540914,471834.26975703693,537274.1255634874,543113.1384394557,542619.8715170692,521864.73281213216,479283.2894955092,562697.5053638835,562141.4994997274,519641.7139914162,510742.8610687512,466910.83966877364,562007.7650704329,539065.652710666,535330.0945928555,515543.8655607355,479394.04896483984,514119.61776442715,529377.0179130122,556968.8157822964,524557.5161592149,505091.27864865144
2020-01-17,close,548476.8349533947,542285.3839314817,546135.4671762988,525068.6585295859,470841.11271007784,538330.5316795427,545967.1775837657,521293.67164366256,514538.3087271309,515196.8743500027,555430.4089520498,554413.0692931273,488381.9606543738,537696.4490502017,502709.72701823275,495892.53553082247,505062.24631416483,527899.8038291899,548401.1988710532,555161.7172905662,537162.9583724319,520322.19183037017,529061.4888416546,553127.401662886,491313.3261848142,567007.601000993,565596.809450957,554102.890989634,524036.7391784213,427847.9577749289,538161.6517792892,576825.610298508,536462.2745399198,512472.56276765344,471214.8732981335,540096.8086764888,546521.6794644715,542341.1013799458,524458.5836987076,478173.730289131,566791.324572605,564352.4212569301,520027.13594729046,513685.7332080415,465129.559980591,563153.7030709573,543210.1540590081,536756.6312243113,516473.22054289916,479016.3827737279,517115.21519253845,530790.1489939493,557964.2192394576,527311.7047960208,504094.92903717986
2020-01-20,close,548844.4296923487,539383.7213803276,540612.1217231832,518963.85529768124,462415.63335144107,535644.9866272475,544624.4810773131,516820.49242119386,508102.2315107124,506850.949841206,553458.6455503389,552038.5365944665,484909.1828351847,530498.6135302564,494440.51464687724,487317.69863937784,499475.9111347855,524544.477294576,544672.0306474017,553908.3519864611,536359.5609094772,518302.3528605354,523464.17480938794,545306.2990861426,484447.00327027304,566515.3855553796,562499.35034138,547418.3737850554,518643.97389555734,421168.8234300693,537865.1074417073,572538.1029938402,532329.0107204317,506727.5977861507,462971.7964225045,540117.383994441,542574.2570308931,537245.9921713099,517630.76724784414,471122.71714835573,568137.5616753971,561028.9635392359,515252.3801854588,506977.5057523603,456612.63580850133,562124.8153386064,538509.6219506708,534511.2240096511,508651.93611518934,471782.4098100348,515186.0562642261,529200.9348808016,553902.1497264144,518947.1362345311,496610.9927869856
2020-01-21,close,543209.1395405527,538195.2837161587,538386.7868548745,517338.6630292388,461492.9691879142,534200.9814220835,544253.6577466918,510835.3448466114,506131.45709810354,505476.9522467211,547700.5305301617,551502.9327935217,482020.9622351722,529547.5375774069,493228.51554448495,485171.1949991911,497999.1959353961,524223.39552718156,538966.3480747337,552131.1081798003,534936.7272483876,514398.70209618146,520843.84598034824,542889.4233825175,483388.4457578986,564876.9937334806,556770.3442726284,544870.8785544437,517342.3005006164,420595.5264372038,533348.5734395611,569589.1440449506,530063.9067191414,505419.46428129094,462383.1740551861,538674.5068148024,537804.1866254373,534441.5964833036,515991.8388250011,470291.81522392284,560951.9216516247,561838.9719311156,512823.6339436012,505155.1647316932,455636.16755984054,556184.7784133734,538361.7229467833,530954.0775969151,506206.84562685655,472201.34211585706,509113.03529668285,527904.676269401,552097.4900019021,518597.45733904745,494975.2447479769
2020-01-22,close,541947.4231379263,537693.4428079599,538238.9896855163,513853.4033170167,460667.77344820026,534348.5532084393,542025.6977537343,508589.5022000617,504553.36554528115,505153.15120226785,546413.9277327564,549936.9023620795,482993.32988224557,526732.5403793057,491485.14816049585,484936.14199589577,495590.9444496709,521891.4153303864,539856.8371328514,549931.9537657722,533596.4555682995,515274.6898394852,519335.41495438264,541036.8490220594,481132.3628865986,562645.036353304,556619.9759991011,543034.8580429909,516570.24556078395,419350.00001284765,531610.9659205473,569557.9581719764,530201.8444597552,502881.5895608073,460536.9427935146,537305.3635821783,536659.5597944808,533665.3559433757,514063.8285680899,469266.0585485742,560491.4948503928,560990.2603541414,511746.19488296227,503578.9177480406,453634.4051529559,555321.6648798713,536995.9902423113,528312.2151145581,507019.9309945589,470079.4461816817,508636.4965516262,526996.5053256982,550151.1178595051,517868.3638634099,492792.182220918
2020-01-23,close,544608.2556017134,541599.6749545536,540371.5902944071,517795.505013238,465976.39557532966,537527.6439776195,546371.5060850568,512478.5574260677,507432.03790350014,509195.341392947,549374.1902189832,553624.9069645928,485986.1398855571,531478.9560127815,495453.1967022229,487112.0158070362,499469.44414940244,526611.6594752347,542634.4585263857,554913.8551403264,536972.5961248328,520363.1923024623,522750.61704440793,543579.8022561029,484963.23182996624,565515.8873456214,559958.0318237003,546613.4148848971,520567.1729481454,423495.92134297354,533863.6775945949,573597.385012977,533302.4107979818,506346.5640925605,465699.8227682858,540413.1818527669,539560.5713104855,536655.4398337574,517431.171800037,474885.5030683557,563791.3722245082,563764.1050506014,515953.6051904882,507016.4170269645,457893.1004156156,558494.5929887806,538385.4916566415,532577.3187279539,510745.0872207505,475605.4433716804,511889.8321887675,530393.1858867129,552766.7926967335,521754.4884682252,497871.5019916464
2020-01-24,close,549068.0892219573,543811.4447985134,541213.6623046368,519365.9420313193,468121.2127708068,541584.7585561144,548628.3679797602,516017.0384169279,507895.07828966953,510114.4592639219,553287.9304770794,555864.0047160184,487696.5197902948,533264.0221791633,497089.4996924027,487909.6420736981,500651.6005102605,528684.4551287259,544481.0411316091,560661.7143671046,539661.5845445417,523103.23301390547,524469.8252403948,545847.9450549501,486753.89543237136,569149.5458763954,562549.2638972887,550603.252320431,522004.4895135762,423628.2298220961,538250.7860915815,575596.8998523387,534456.7407778746,508976.12620183546,466829.27420745965,544241.7431451698,541019.44831568,538364.8132069517,519867.3533213778,476659.69317417504,568971.560681449,566569.8654269127,516762.9468888712,508953.5442868972,458792.5100276789,562574.5755835704,541228.7903417491,533251.5471443125,512888.1191039695,477223.67775595165,514922.8597712818,533210.9055994053,553302.2987089851,524763.4631160109,499593.0434522952
2020-01-27,close,551939.4646636856,543819.4492820828,537628.8926979131,516727.65812875057,463376.3912962864,541223.0492482431,548007.195990063,514106.14045614307,505622.1772599745,506591.8148185993,555277.5560789104,554766.0069207104,485865.46532243106,529640.1424898591,493104.1385860392,485002.31602952175,497435.962985888,526447.587878231,544428.217910132,560778.5580899218,540971.5581408523,523351.0115957645,522988.79575695144,542765.5417874554,481500.0443687396,570629.7563721738,561930.698082119,548604.0072157402,518444.1054478896,420375.4184198076,540787.4608784975,574860.6632231942,533049.5520426728,505309.31563884375,462031.4715464059,545178.9157783418,541122.5352058093,536841.6833248179,516297.9395961355,472439.45360761596,571369.8993008884,566844.0926221246,515334.26410120464,504082.76990847115,454687.45633207,563869.5366298032,540435.8586862828,532370.3476181144,508883.96767295664,473239.8349897587,517192.41819120495,531570.3549098702,549985.665388676,522925.01239572297,495269.9616770056
2020-01-28,close,551493.6316983674,540682.0093039738,534313.3638029884,511755.4456292728,457701.6321908698,540975.40850774,543629.2863356309,509817.70899556996,501416.7388842976,501734.89607589395,553886.5771290619,551885.3964815943,480953.9811348448,525289.0070842594,488773.0615374807,478204.852871364,493961.94930489914,522825.9314606475,542779.5371387979,558961.8108018336,539826.3304385542,523453.6286120197,517250.65045278723,537042.3926519467,476241.9188854626,567977.1562794338,560571.6394413911,544637.8283658692,513905.95492243685,415513.58045736334,540199.8523268193,570238.4782695188,530069.4847783962,500638.26548436837,457091.7859907221,544224.0565643067,537570.0812754311,533607.4337798073,512017.7561811366,466786.3932950856,571007.582112096,565048.4744367719,511177.95464339544,498547.5319690629,449354.727268984,560258.4989933352,538780.9956267364,529478.3860573357,504198.3681835089,468159.28226538806,515178.68556411465,531004.9155954077,545144.2134565609,517232.1847636612,490263.36096873897
2020-01-29,close,554051.86969011,542104.3698285557,535499.004737526,513532.0026720583,459117.33781912405,542652.4379329485,544686.0176748591,511049.4156113162,501803.54100097803,505663.90406000253,556834.4882257297,554918.6593537971,481452.6337484054,526838.0142713521,489307.3731720299,479794.6061515621,493920.2402016504,524231.01461172657,544797.2121570897,562566.9351122025,542335.2392175569,527508.264419501,518802.42875163147,539291.4785185053,474675.77311471134,569162.1288362585,561743.7359350997,546954.7273976434,516686.7134727266,416409.80723568157,542748.7722807153,572679.0368556537,530848.757573505,503720.8143729388,456860.0490280374,546512.2322413739,538817.9200066181,534167.3141448956,514421.3417331557,468556.4492628117,573550.6111641556,567438.7865308453,512716.569716254,500252.19749074435,449788.5825422594,560476.648215507,541945.2750678231,531149.1990522818,504213.6314636885,471264.78038660507,518533.2305878513,532184.919860163,546680.3577749946,517496.9299573254,492163.22992924263
2020-01-30,close,549507.2582475881,536635.4193812393,529262.0133559016,503542.83096380235,451710.2157644609,535148.204524758,538205.7385339694,506226.9801177303,495479.5142456776,496697.45851177693,551010.7041748106,547229.646739762,474413.63326921174,519705.53086989373,482937.35327590734,471040.0921436967,485845.6568739241,518862.05248039105,539373.3043829579,556750.3595330928,538346.1391955834,521440.46678383485,512682.75603452773,532606.8530380098,464128.0556192578,565170.702615635,555124.5514146145,540556.6639646747,509889.7723140955,407330.4944348064,538504.3624064194,566406.4156574789,524492.0454661031,494647.6756314234,449178.3420556531,542615.4576104606,533134.9089462289,527440.2048482997,506800.3048790966,459033.8780240551,569469.0389457329,561888.3899929199,506284.8669081179,492304.06082873006,440755.8434017602,554244.3275995875,536259.6750098824,523520.7397980521,496819.9062664179,464255.49753210775,512731.67885234975,527398.1998590963,538645.8875471175,508922.9361837592,485211.5329661386
2020-01-31,close,545669.3411514323,535862.453679031,524739.4281288692,497432.8542627409,448609.0708321678,531701.4047845965,534105.1887171967,501693.84970009536,492761.70092025667,493091.04857940157,550004.7918013278,542886.6084838163,470929.3438713022,514149.4139543215,478980.9812355361,465501.11345972214,482408.59948046465,513185.0827817955,537509.7273649053,555452.7267751746,537539.5915307787,517535.7385607115,509068.59638795664,525302.048504874,461266.00019845186,561221.7048640911,553628.0921412242,535491.7624505557,504947.023676531,404463.25773087604,535216.1520520208,564846.1731625914,520595.1704953867,488428.9686039792,445968.16930754785,539359.8697174224,530041.7920039505,522686.70445070654,501800.68721430533,456679.3377787198,566933.8558746187,561706.688852298,501022.7843876374,485299.9377934932,437830.5620162675,549449.3896570264,532772.0434849075,520943.6987216872,492317.2224550803,461110.2294257754,509180.4615306436,525304.601661436,533897.1050397716,504047.46995279606,481999.1650769328
2020-02-03,close,537943.6892902966,526768.0150132857,509122.8513832052,479601.2303339553,427494.8590329376,522778.56881154375,521272.8302263772,484116.2786011688,478344.32428124925,474120.726756639,536703.7258855173,530550.730115888,461330.1433741289,494953.70791554684,460204.4553197045,441563.78060490324,465151.7990934435,498392.69032224675,527990.2522346234,550652.4073258338,528715.6517851683,507468.25258703675,496193.94935906865,508883.4409747777,437859.48352676746,555444.988852557,545689.3325964508,521834.64085925557,485296.2055593328,382348.53184349457,528359.5615137657,551205.5500920009,508377.00271349016,469922.4573935062,425653.91315649817,530988.1511779415,521298.83974742313,507254.7817775902,484945.02272800286,434616.9203481102,562592.9669507601,551362.9786895212,487573.0807523935,467721.60361254803,413950.657652607,538903.2341342748,525026.637335134,504141.96538604243,475651.24458968005,440770.24290528,497021.7881747952,515232.98015570216,517227.6604884058,489079.8075653779,462891.48694737663
2020-02-04,close,545388.8534061686,534390.856149018,518734.2783802161,489673.32643962966,439171.92012668034,529571.3228990645,531825.53588617,494385.8722320378,486685.542282132,485154.29526350024,545056.5564165233,540207.2295223208,467015.2591619207,505165.6577257583,473448.2746275656,451658.25893057056,474275.21997322096,508705.4208316037,536953.8239611726,558869.2512495057,539508.5579013043,511513.75678771845,504783.23322152224,520035.50570578856,449870.43910060474,560742.2309884413,553724.3523526712,535750.5440822779,497375.91431852634,389739.3525913981,535864.9807450187,558708.1621046817,519180.6943477766,479414.3016282701,436787.480198413,538315.3018436128,528287.5585404675,517851.2503286414,497308.78500159,444052.5693339181,568694.0637754622,560142.5900868322,496859.96817131684,478826.892027653,424761.2507587426,545815.1588079522,531862.1703875855,515498.83802162,486375.1928759409,451608.28248054354,504748.17685566895,522429.9553848634,528079.7867942626,497599.4884166539,475578.7565842829
2020-02-05,close,549447.2272566748,539150.5801795962,523395.5962369075,492763.66416011984,442845.80771194055,531983.6096333645,539010.5729486624,497801.0937618063,490215.43332365574,488899.51643126115,547766.1218229068,544625.715159521,471754.3821347939,510505.21421239164,476436.82342272025,455225.1002097595,480591.98549013864,510342.1669762265,541458.7233375512,562948.912714044,544834.9835916176,514313.8301151775,508114.017487171,525600.1966129421,453165.3864422258,563972.9067550541,558836.6526944671,540501.6672232784,502093.2915415458,392319.8286857631,539447.4914078419,564668.4692121774,523109.35700670665,481400.9325644973,441543.5006018559,542371.490655459,532442.7691176413,523364.13792337343,501776.30431727966,446256.02771471627,572579.6059829508,564685.9168638851,503205.31074851385,480493.1952561773,428493.6554373396,549798.7754743499,537135.213410809,519475.97456829785,489595.57078086684,455431.9269005796,508679.0151351986,527098.0629374703,530645.7142131076,502802.5518166908,479424.9630645407
2020-02-06,close,551031.9616045962,540820.654706777,528208.0050706766,495679.2211463885,452283.9988089145,532661.2987052359,543649.8962131047,501425.89951412665,492209.10712782963,499168.69164771657,549866.250223434,547883.2657889909,476095.30714514724,514563.96327240614,483798.751220035,465321.107929261,484488.0207119638,511443.4005424731,544019.9847090516,565587.100411802,547593.683986234,515753.48940521077,512982.7082603068,530692.0409921742,459955.589902347,565969.1476820018,561004.6312707572,542384.4700367015,506475.03094144317,401461.9237134613,542456.8925855154,567152.6949304469,526130.8846211218,485200.0359911294,449774.0883199796,545057.5003860978,533616.6231147938,527445.6972012336,505160.41095678735,455506.55361960887,574287.4823790551,565305.8550254472,506110.18880225165,485871.21403013717,437717.1135801551,552395.1424235157,536713.8298331936,525253.7900586539,493675.33148846315,464192.0988878842,513064.40067083656,528328.9531231924,533854.4118485869,506081.3737610227,488370.4575495921
