D,symbol,action,weight,ticker,rank,sector,sector_source,composite
2023-11-15,CYIENT,buy,0.1,CYIENT,9.0,,none,0.7081588480638011
2023-11-15,BHARTIARTL,sell,0.0,BHARTIARTL,105.0,Telecommunication - Services,pit,0.6316045721275351
2023-11-15,M&M,sell,0.0,M&M,25.0,Automobiles - 4 Wheelers,pit,0.6751468320036373
2023-11-15,NCC,sell,0.0,NCC,61.0,Construction,pit,0.6500298140462015
2023-11-15,VINDHYATEL,sell,0.0,VINDHYATEL,161.0,Cables - Telecom,pit,0.6103079625719674
2023-11-15,INDRAMEDCO,sell,0.0,INDRAMEDCO,22.0,Miscellaneous,pit,0.6857361051977277
2023-11-15,ZYDUSLIFE,sell,0.0,ZYDUSLIFE,46.0,,none,0.6589582473985488
2023-11-15,VENUSPIPES,sell,0.0,VENUSPIPES,71.0,,none,0.6451002948513119
2024-02-15,AUROPHARMA,keep,0.1,AUROPHARMA,1.0,Pharmaceuticals,pit,0.7462079068249613
2024-02-15,TMPV,keep,0.1,TATAMOTORS,4.0,,none,0.7291590611928926
2024-02-15,ANANDRATHI,keep,0.1,ANANDRATHI,6.0,,none,0.7170457284257191
2024-02-15,GPTINFRA,buy,0.1,GPTINFRA,2.0,,none,0.7339779048093137
2024-02-15,BAJAJ-AUTO,buy,0.1,BAJAJ-AUTO,3.0,Automobiles - 2 And 3 Wheelers,pit,0.7327113204408192
2024-02-15,NAM-INDIA,buy,0.1,NAM-INDIA,5.0,,none,0.7179009089795174
2024-02-15,JSL,buy,0.1,JSL,7.0,Steel And Steel Products,pit,0.7105463860471829
2024-02-15,GATEWAY,buy,0.1,GATEWAY,8.0,,none,0.7068151420656231
2024-02-15,CHOICEIN,buy,0.1,CHOICEIN,9.0,,none,0.7037272357815777
2024-02-15,RKFORGE,buy,0.1,RKFORGE,10.0,Castings/Forgings,pit,0.7001664071744911
2024-02-15,OIL,sell,0.0,OIL,158.0,Oil Exploration/Production,pit,0.6046266073946654
2024-02-15,HGINFRA,sell,0.0,HGINFRA,102.0,,none,0.6309315737924084
2024-02-15,PRAKASH,sell,0.0,PRAKASH,32.0,Steel And Steel Products,pit,0.6818428584830601
2024-02-15,CONTROLPR,sell,0.0,CONTROLPR,44.0,,none,0.6672146664784571
2024-02-15,ASHOKA,sell,0.0,ASHOKA,28.0,Construction,pit,0.6836473630202786
2024-02-15,CYIENT,sell,0.0,CYIENT,97.0,,none,0.6329730289632458
2024-02-15,GULFOILLUB,sell,0.0,GULFOILLUB,41.0,,none,0.6710019320434979
2024-06-03,TMPV,keep,0.1,TATAMOTORS,2.0,,none,0.7453397515235939
2024-06-03,BAJAJ-AUTO,keep,0.1,BAJAJ-AUTO,5.0,Automobiles - 2 And 3 Wheelers,pit,0.73542321729779
2024-06-03,NAM-INDIA,keep,0.1,NAM-INDIA,6.0,,none,0.7229089618426308
2024-06-03,AUROPHARMA,keep,0.1,AUROPHARMA,9.0,Pharmaceuticals,pit,0.7024069507209518
2024-06-03,ANANDRATHI,keep,0.1,ANANDRATHI,13.0,,none,0.6860738199442815
2024-06-03,SMCGLOBAL,buy,0.1,SMCGLOBAL,1.0,,none,0.7778263530065488
2024-06-03,TVSHLTD,buy,0.1,TVSHLTD,3.0,,none,0.7420583892971844
2024-06-03,NTPC,buy,0.1,NTPC,4.0,Power,pit,0.7417953871821081
2024-06-03,ASHOKA,buy,0.1,ASHOKA,7.0,Construction,pit,0.7054177978227161
2024-06-03,LGBBROSLTD,buy,0.1,LGBBROSLTD,8.0,Auto Ancillaries,pit,0.7037111356236044
2024-06-03,RKFORGE,sell,0.0,RKFORGE,40.0,Castings/Forgings,pit,0.6570767950301455
2024-06-03,GPTINFRA,sell,0.0,GPTINFRA,78.0,,none,0.6411640215176381
2024-06-03,CHOICEIN,sell,0.0,CHOICEIN,74.0,,none,0.6441109799449547
2024-06-03,JSL,sell,0.0,JSL,296.0,Steel And Steel Products,pit,0.5701727518560449
2024-06-03,GATEWAY,sell,0.0,GATEWAY,285.0,,none,0.5731577838671156
2024-08-16,BAJAJ-AUTO,keep,0.1,BAJAJ-AUTO,2.0,Automobiles - 2 And 3 Wheelers,pit,0.7227000284527312
2024-08-16,ANANDRATHI,keep,0.1,ANANDRATHI,5.0,,none,0.7176545007190915
2024-08-16,ASHOKA,keep,0.1,ASHOKA,7.0,Construction,pit,0.7119339189425629
2024-08-16,NAM-INDIA,keep,0.1,NAM-INDIA,9.0,,none,0.7072092296073046
2024-08-16,NTPC,keep,0.1,NTPC,12.0,Power,pit,0.7020864051510463
2024-08-16,TMPV,keep,0.1,TATAMOTORS,16.0,,none,0.694409521728466
2024-08-16,ELECTHERM,buy,0.1,ELECTHERM,1.0,Steel And Steel Products,pit,0.7648919657974658
2024-08-16,OIL,buy,0.1,OIL,3.0,Oil Exploration/Production,pit,0.7211513040303521
2024-08-16,DJML,buy,0.1,DJML,4.0,,none,0.7194689545037141
2024-08-16,HEROMOTOCO,buy,0.1,HEROMOTOCO,6.0,Automobiles - 2 And 3 Wheelers,pit,0.716981757414566
2024-08-16,SMCGLOBAL,sell,0.0,,,,,
2024-08-16,LGBBROSLTD,sell,0.0,LGBBROSLTD,46.0,Auto Ancillaries,pit,0.6553790441353933
2024-08-16,AUROPHARMA,sell,0.0,AUROPHARMA,30.0,Pharmaceuticals,pit,0.6669461535865807
2024-08-16,TVSHLTD,sell,0.0,,,,,
2024-11-18,BAJAJ-AUTO,keep,0.1,BAJAJ-AUTO,4.0,Automobiles - 2 And 3 Wheelers,pit,0.7204744459437683
2024-11-18,HEROMOTOCO,keep,0.1,HEROMOTOCO,8.0,Automobiles - 2 And 3 Wheelers,pit,0.7101666251534345
2024-11-18,ANANDRATHI,keep,0.1,ANANDRATHI,10.0,,none,0.7032342439476376
2024-11-18,NTPC,keep,0.1,NTPC,17.0,Power,pit,0.6938631397505485
2024-11-18,NATCOPHARM,buy,0.1,NATCOPHARM,1.0,Pharmaceuticals,pit,0.7296692912613683
2024-11-18,M&M,buy,0.1,M&M,2.0,Automobiles - 4 Wheelers,pit,0.7252807464388157
2024-11-18,VEDL,buy,0.1,VEDL,3.0,,none,0.7204862289359515
2024-11-18,FIEMIND,buy,0.1,FIEMIND,5.0,Auto Ancillaries,pit,0.7198856075228429
2024-11-18,MOTHERSON,buy,0.1,MOTHERSON,6.0,,none,0.7189468817137417
2024-11-18,BHARTIARTL,buy,0.1,BHARTIARTL,7.0,Telecommunication - Services,pit,0.7107429749800269
2024-11-18,OIL,sell,0.0,OIL,449.0,Oil Exploration/Production,pit,0.5463244371669054
2024-11-18,DJML,sell,0.0,DJML,88.0,,none,0.6367290812006792
2024-11-18,TMPV,sell,0.0,TATAMOTORS,40.0,,none,0.6648615320237901
2024-11-18,ELECTHERM,sell,0.0,ELECTHERM,55.0,Steel And Steel Products,pit,0.6562457983985797
2024-11-18,ASHOKA,sell,0.0,ASHOKA,28.0,Construction,pit,0.6739840178889293
2024-11-18,NAM-INDIA,sell,0.0,NAM-INDIA,48.0,,none,0.6584452778126895
2025-02-17,VEDL,keep,0.1,VEDL,2.0,,none,0.7500362242426092
2025-02-17,BHARTIARTL,keep,0.1,BHARTIARTL,4.0,Telecommunication - Services,pit,0.7410216986023987
2025-02-17,M&M,keep,0.1,M&M,5.0,Automobiles - 4 Wheelers,pit,0.7361605226784231
2025-02-17,FIEMIND,keep,0.1,FIEMIND,11.0,Auto Ancillaries,pit,0.7097448652597567
2025-02-17,RKFORGE,buy,0.1,RKFORGE,1.0,Castings/Forgings,pit,0.8295141007957136
2025-02-17,TCPLPACK,buy,0.1,TCPLPACK,3.0,,none,0.7438208085833853
2025-02-17,PITTIENG,buy,0.1,PITTIENG,6.0,,none,0.7282485823275672
2025-02-17,SWARAJENG,buy,0.1,SWARAJENG,7.0,Diesel Engines,pit,0.7271521033412128
2025-02-17,NESCO,buy,0.1,NESCO,8.0,Miscellaneous,pit,0.7222921808349704
2025-02-17,EIDPARRY,buy,0.1,EIDPARRY,9.0,Sugar,pit,0.7167805398112564
2025-02-17,MOTHERSON,sell,0.0,MOTHERSON,43.0,,none,0.6610342004503031
2025-02-17,BAJAJ-AUTO,sell,0.0,BAJAJ-AUTO,95.0,Automobiles - 2 And 3 Wheelers,pit,0.6361259102783929
2025-02-17,NATCOPHARM,sell,0.0,NATCOPHARM,613.0,Pharmaceuticals,pit,0.5129970832643042
2025-02-17,NTPC,sell,0.0,NTPC,87.0,Power,pit,0.6403938810757234
2025-02-17,ANANDRATHI,sell,0.0,ANANDRATHI,44.0,,none,0.6609186899501207
2025-02-17,HEROMOTOCO,sell,0.0,HEROMOTOCO,131.0,Automobiles - 2 And 3 Wheelers,pit,0.6200424166841929
2025-06-02,BHARTIARTL,keep,0.1,BHARTIARTL,1.0,Telecommunication - Services,pit,0.7682497382740862
2025-06-02,FIEMIND,keep,0.1,FIEMIND,4.0,Auto Ancillaries,pit,0.7265189319766632
2025-06-02,SWARAJENG,keep,0.1,SWARAJENG,6.0,Diesel Engines,pit,0.7245963335785774
2025-06-02,M&M,keep,0.1,M&M,9.0,Automobiles - 4 Wheelers,pit,0.7163359001324827
2025-06-02,VEDL,keep,0.1,VEDL,14.0,,none,0.7025740800416993
2025-06-02,EIDPARRY,keep,0.1,EIDPARRY,17.0,Sugar,pit,0.6972772395129814
2025-06-02,HINDALCO,buy,0.1,HINDALCO,2.0,Aluminium,pit,0.7373131232701222
2025-06-02,DRREDDY,buy,0.1,DRREDDY,3.0,Pharmaceuticals,pit,0.7272247503157957
2025-06-02,LUPIN,buy,0.1,LUPIN,5.0,Pharmaceuticals,pit,0.7252135681169606
2025-06-02,EICHERMOT,buy,0.1,EICHERMOT,7.0,Automobiles - 4 Wheelers,pit,0.7191978839195168
2025-06-02,RKFORGE,sell,0.0,RKFORGE,535.0,Castings/Forgings,pit,0.5282017399436807
2025-06-02,PITTIENG,sell,0.0,PITTIENG,85.0,,none,0.6454148605643438
2025-06-02,TCPLPACK,sell,0.0,TCPLPACK,105.0,,none,0.6395574069880695
2025-06-02,NESCO,sell,0.0,NESCO,240.0,Miscellaneous,pit,0.5931957431893714
2025-08-18,BHARTIARTL,keep,0.1,BHARTIARTL,1.0,Telecommunication - Services,pit,0.7597761974540314
2025-08-18,EIDPARRY,keep,0.1,EIDPARRY,2.0,Sugar,pit,0.7584575643469915
2025-08-18,FIEMIND,keep,0.1,FIEMIND,4.0,Auto Ancillaries,pit,0.7425520269022081
2025-08-18,HINDALCO,keep,0.1,HINDALCO,5.0,Aluminium,pit,0.7416985258659876
2025-08-18,M&M,keep,0.1,M&M,7.0,Automobiles - 4 Wheelers,pit,0.7284847925582464
2025-08-18,EICHERMOT,keep,0.1,EICHERMOT,17.0,Automobiles - 4 Wheelers,pit,0.6900809251737047
2025-08-18,NESCO,buy,0.1,NESCO,3.0,Miscellaneous,pit,0.7466487772530443
2025-08-18,RELIANCE,buy,0.1,RELIANCE,6.0,Refineries,pit,0.7348841065311777
2025-08-18,SSWL,buy,0.1,SSWL,8.0,Auto Ancillaries,pit,0.7236613224279135
2025-08-18,GRASIM,buy,0.1,GRASIM,9.0,Cement And Cement Products,pit,0.7235253052090991
2025-08-18,LUPIN,sell,0.0,LUPIN,88.0,Pharmaceuticals,pit,0.6479735070412105
2025-08-18,SWARAJENG,sell,0.0,SWARAJENG,33.0,Diesel Engines,pit,0.6705285859324623
2025-08-18,VEDL,sell,0.0,VEDL,31.0,,none,0.6743348993472085
2025-08-18,DRREDDY,sell,0.0,DRREDDY,85.0,Pharmaceuticals,pit,0.6489056508417808
2025-11-17,HINDALCO,keep,0.1,HINDALCO,1.0,Aluminium,pit,0.7752616467584948
2025-11-17,BHARTIARTL,keep,0.1,BHARTIARTL,3.0,Telecommunication - Services,pit,0.7521212093101755
2025-11-17,EICHERMOT,keep,0.1,EICHERMOT,4.0,Automobiles - 4 Wheelers,pit,0.7515272214167018
2025-11-17,EIDPARRY,keep,0.1,EIDPARRY,8.0,Sugar,pit,0.7439517764758513
2025-11-17,M&M,keep,0.1,M&M,10.0,Automobiles - 4 Wheelers,pit,0.735871597464266
2025-11-17,RELIANCE,keep,0.1,RELIANCE,13.0,Refineries,pit,0.729088311845733
2025-11-17,GRASIM,keep,0.1,GRASIM,16.0,Cement And Cement Products,pit,0.7257096276329235
2025-11-17,HEROMOTOCO,buy,0.1,HEROMOTOCO,2.0,Automobiles - 2 And 3 Wheelers,pit,0.752532799365947
2025-11-17,VEDL,buy,0.1,VEDL,5.0,,none,0.7496059732478487
2025-11-17,IMPAL,buy,0.1,IMPAL,6.0,Auto Ancillaries,pit,0.746558086606551
2025-11-17,SSWL,sell,0.0,SSWL,92.0,Auto Ancillaries,pit,0.65731594682608
2025-11-17,FIEMIND,sell,0.0,FIEMIND,31.0,Auto Ancillaries,pit,0.7066157967202306
2025-11-17,NESCO,sell,0.0,NESCO,30.0,Miscellaneous,pit,0.7083288857145769
2026-02-16,HINDALCO,keep,0.1,HINDALCO,1.0,Aluminium,pit,0.7940343979453234
2026-02-16,HEROMOTOCO,keep,0.1,HEROMOTOCO,2.0,Automobiles - 2 And 3 Wheelers,pit,0.7673249924245396
2026-02-16,M&M,keep,0.1,M&M,4.0,Automobiles - 4 Wheelers,pit,0.7579222869709856
2026-02-16,GRASIM,keep,0.1,GRASIM,8.0,Cement And Cement Products,pit,0.7440836222028466
2026-02-16,EICHERMOT,keep,0.1,EICHERMOT,12.0,Automobiles - 4 Wheelers,pit,0.7283636910779523
2026-02-16,BHARTIARTL,keep,0.1,BHARTIARTL,18.0,Telecommunication - Services,pit,0.7183633907648046
2026-02-16,RELIANCE,keep,0.1,RELIANCE,20.0,Refineries,pit,0.7161343341967698
2026-02-16,ASHOKLEY,buy,0.1,ASHOKLEY,3.0,Automobiles - 4 Wheelers,pit,0.7663812272815709
2026-02-16,BPCL,buy,0.1,BPCL,5.0,Refineries,pit,0.7502853845301626
2026-02-16,IOC,buy,0.1,IOC,6.0,Refineries,pit,0.7496926258211066
2026-02-16,VEDL,sell,0.0,VEDL,105.0,,none,0.647551517480563
2026-02-16,EIDPARRY,sell,0.0,EIDPARRY,27.0,Sugar,pit,0.7037832075905174
2026-02-16,IMPAL,sell,0.0,,,,,
2026-06-01,HINDALCO,keep,0.1,HINDALCO,1.0,Aluminium,pit,0.8020813998184352
2026-06-01,HEROMOTOCO,keep,0.1,HEROMOTOCO,2.0,Automobiles - 2 And 3 Wheelers,pit,0.770398824224693
2026-06-01,M&M,keep,0.1,M&M,7.0,Automobiles - 4 Wheelers,pit,0.7405857508303351
2026-06-01,GRASIM,keep,0.1,GRASIM,17.0,Cement And Cement Products,pit,0.70369146062586
2026-06-01,ONGC,buy,0.1,ONGC,3.0,Oil Exploration/Production,pit,0.7578762923752985
2026-06-01,CEIGALL,buy,0.1,CEIGALL,4.0,,none,0.7516813766771062
2026-06-01,COALINDIA,buy,0.1,COALINDIA,5.0,Mining,pit,0.7513109478077112
2026-06-01,LUPIN,buy,0.1,LUPIN,6.0,Pharmaceuticals,pit,0.7434862725323018
2026-06-01,GESHIP,buy,0.1,GESHIP,8.0,Shipping,pit,0.7391379300327445
2026-06-01,RPTECH,buy,0.1,RPTECH,9.0,,none,0.7348406815042714
2026-06-01,BHARTIARTL,sell,0.0,BHARTIARTL,134.0,Telecommunication - Services,pit,0.6330930123253812
2026-06-01,EICHERMOT,sell,0.0,EICHERMOT,52.0,Automobiles - 4 Wheelers,pit,0.6757269703546321
2026-06-01,BPCL,sell,0.0,BPCL,98.0,Refineries,pit,0.6482541066468186
2026-06-01,RELIANCE,sell,0.0,RELIANCE,48.0,Refineries,pit,0.6781241325705788
2026-06-01,ASHOKLEY,sell,0.0,ASHOKLEY,26.0,Automobiles - 4 Wheelers,pit,0.691879787727226
2026-06-01,IOC,sell,0.0,IOC,60.0,Refineries,pit,0.6701228269965662
2026-08-17,HINDALCO,keep,0.1,HINDALCO,1.0,Aluminium,pit,0.8108739402363601
2026-08-17,GESHIP,keep,0.1,GESHIP,2.0,Shipping,pit,0.7447753483218221
2026-08-17,HEROMOTOCO,keep,0.1,HEROMOTOCO,6.0,Automobiles - 2 And 3 Wheelers,pit,0.7224822968874155
2026-08-17,LUPIN,keep,0.1,LUPIN,7.0,Pharmaceuticals,pit,0.7219983336033977
2026-08-17,GRASIM,keep,0.1,GRASIM,14.0,Cement And Cement Products,pit,0.705684067062717
2026-08-17,COALINDIA,keep,0.1,COALINDIA,18.0,Mining,pit,0.6998928924010706
2026-08-17,BAJAJ-AUTO,buy,0.1,BAJAJ-AUTO,3.0,Automobiles - 2 And 3 Wheelers,pit,0.7378256200332844
2026-08-17,AUROPHARMA,buy,0.1,AUROPHARMA,4.0,Pharmaceuticals,pit,0.7366075402867718
2026-08-17,GRANULES,buy,0.1,GRANULES,5.0,Pharmaceuticals,pit,0.7242503851415634
2026-08-17,OIL,buy,0.1,OIL,8.0,Oil Exploration/Production,pit,0.7110481223382575
2026-08-17,RPTECH,sell,0.0,RPTECH,25.0,,none,0.6915780685099058
2026-08-17,ONGC,sell,0.0,ONGC,42.0,Oil Exploration/Production,pit,0.6714172416010629
2026-08-17,CEIGALL,sell,0.0,CEIGALL,24.0,,none,0.6935512639085619
2026-08-17,M&M,sell,0.0,M&M,22.0,Automobiles - 4 Wheelers,pit,0.6943557253482647
